"tm","hgv","ddb","series","volume","document","aquila ddbSerIDP","aquila ddbSer","aquila ddbVol","aquila ddbDoc"
"35707","35707","stud.pal;8;773","stud.pal","8","773","p.grenf","p.grenf","2","99"
"38886","38886","stud.pal;8;944","stud.pal","8","944","p.lond","p.lond","1","113-9E-pg221"
"54584","54584","t.mom.louvre;;102","t.mom.louvre","","102","short.texts","","2","591"
"51604","51604","t.mom.louvre;;710","t.mom.louvre","","710","short.texts","","2","529"
"51900","51900","t.mom.louvre;;816","t.mom.louvre","","816","short.texts","","2","592"
"29377","29377","t.mom.louvre;;817","t.mom.louvre","","817","short.texts","","2","666"
"29379","29379","t.mom.louvre;;832","t.mom.louvre","","832","short.texts","","2","611"
"29383","29383","t.mom.louvre;;866","t.mom.louvre","","866","short.texts","","2","647"
"29384","29384","t.mom.louvre;;873","t.mom.louvre","","873","short.texts","","2","609"
"29373","29373","t.mom.louvre;;896","t.mom.louvre","","896","short.texts","","2","657"
"51605","51605","t.mom.louvre;;920","t.mom.louvre","","920","short.texts","","2","531"
"3562","3562","upz;2;161","upz","2","161","p.tor.choach","p.tor.choach","","11bis"
"3563","3563","upz;2;162","upz","2","162","p.tor.choach","p.tor.choach","","12"
"3638","3638","upz;2;170","upz","2","170","p.tor.choach","p.tor.choach","","8"
"4382","4382","zpe;156;168","zpe","156","168","sb","sb","12","10895"
"4244","4244","zpe;160;178","zpe","160","178","sb","sb","14","11435"
"20670","20670","zpe;160;183","zpe","160","183","p.oxy","p.oxy","3","615"
"20671","20671","zpe;160;184","zpe","160","184","p.oxy","p.oxy","3","616"
"20672","20672","zpe;160;186","zpe","160","186","p.oxy","p.oxy","3","617"
"20673","20673","zpe;160;186_2","zpe","160","186_2","p.oxy","p.oxy","3","618"
"20674","20674","zpe;160;188","zpe","160","188","p.oxy","p.oxy","3","619"
"20675","20675","zpe;160;189","zpe","160","189","p.oxy","p.oxy","3","620"
"20676","20676","zpe;160;190","zpe","160","190","p.oxy","p.oxy","3","621"
"20677","20677","zpe;160;190_2","zpe","160","190_2","p.oxy","p.oxy","3","622"
"20678","20678","zpe;160;191","zpe","160","191","p.oxy","p.oxy","3","628"
"20679","20679","zpe;160;192","zpe","160","192","p.oxy","p.oxy","3","629"
"20680","20680","zpe;160;194","zpe","160","194","p.oxy","p.oxy","3","630"
"20681","20681","zpe;160;194_2","zpe","160","194_2","p.oxy","p.oxy","3","631"
"20682","20682","zpe;160;195","zpe","160","195","p.oxy","p.oxy","3","632"
"10361","10361","zpe;172;173","zpe","172","173","p.cair.isid","p.cair.isid","","32"
"24233","24233","zpe;174;168","zpe","174","168","p.eleph.wagner","p.eleph.wagner","1","53"
"76737","76737","zpe;202;228","zpe","202","228","o.wilck","o.wilck","","167"
"24239","24239","zpe;202;231","zpe","202","231","p.eleph.wagner","p.eleph.wagner","1","64"
"699481","699481","zpe;202;232","zpe","202","232","o.bankes","","","8"
"78061","78061","zpe;202;235","zpe","202","235","p.bingen","p.bingen","","93"
"699496","699496","zpe;202;237","zpe","202","237","o.bankes","","","23"
"699500","699500","zpe;202;239","zpe","202","239","o.bankes","","","27"
"699515","699515","zpe;202;244","zpe","202","244","o.bankes","","","42"
"699546","699546","zpe;202;246","zpe","202","246","o.bankes","","","72"
"699554","699554","zpe;202;247","zpe","202","247","o.bankes","","","80"
