"tm","hgv","ddb","series","volume","document","aquila ddbSerIDP","aquila ddbSer","aquila ddbVol","aquila ddbDoc"
"28512","28512","p.coll.youtie;2;112","p.coll.youtie","2","112","short.texts","","2","440"
"28513","28513","p.coll.youtie;2;113","p.coll.youtie","2","113","short.texts","","2","438"
"28514","28514","p.coll.youtie;2;114","p.coll.youtie","2","114","short.texts","","2","880"
"28515","28515","p.coll.youtie;2;115","p.coll.youtie","2","115","short.texts","","2","925"
"28516","28516","p.coll.youtie;2;116","p.coll.youtie","2","116","short.texts","","2","742"
"28517","28517","p.coll.youtie;2;117","p.coll.youtie","2","117","short.texts","","2","581"
"28518","28518","p.coll.youtie;2;118","p.coll.youtie","2","118","short.texts","","2","924"
"54056","54056","p.coll.youtie;2;119","p.coll.youtie","2","119","short.texts","","2","848"
"28520","28520","p.coll.youtie;2;120","p.coll.youtie","2","120","short.texts","","2","448"
"42856","42856","p.flor;1;9","p.flor","1","9","","","1","9"
"35156","35156","p.fouad;;pg186,inv69427","p.fouad","","pg186,inv69427","sb","sb","18","13872"
"110222","110222","p.genova;4;161","p.genova","4","161","p.genova","","4","161"
"36287","36287","p.genova;4;170","p.genova","4","170","p.genova","","4","170"
"703057","703057","p.genova;4;172","p.genova","4","172","p.genova","","4","172"
"27580","27580","p.giss.apoll;;10","p.giss.apoll","","10","p.alex.giss","p.alex.giss","","58"
"19422","19422","p.giss.apoll;;11","p.giss.apoll","","11","p.giss","p.giss","","20"
"19456","19456","p.giss.apoll;;12","p.giss.apoll","","12","p.giss","p.giss","","67"
"19419","19419","p.giss.apoll;;13","p.giss.apoll","","13","p.giss","p.giss","","17"
"27572","27572","p.giss.apoll;;14","p.giss.apoll","","14","p.alex.giss","p.alex.giss","","50"
"19466","19466","p.giss.apoll;;15","p.giss.apoll","","15","p.giss","p.giss","","77"
"19467","19467","p.giss.apoll;;16","p.giss.apoll","","16","p.giss","p.giss","","78"
"19469","19469","p.giss.apoll;;17","p.giss.apoll","","17","p.giss","p.giss","","80"
"19472","19472","p.giss.apoll;;18","p.giss.apoll","","18","p.giss","p.giss","","85"
"25461","25461","p.giss.apoll;;19","p.giss.apoll","","19","p.giss","p.giss","","81"
"19424","19424","p.giss.apoll;;2","p.giss.apoll","","2","p.giss","p.giss","","22"
"19414","19414","p.giss.apoll;;20","p.giss.apoll","","20","p.giss","p.giss","","12"
"19457","19457","p.giss.apoll;;21","p.giss.apoll","","21","p.giss","p.giss","","68"
"19415","19415","p.giss.apoll;;22","p.giss.apoll","","22","p.giss","p.giss","","13"
"19416","19416","p.giss.apoll;;23","p.giss.apoll","","23","p.giss","p.giss","","14"
"19468","19468","p.giss.apoll;;24","p.giss.apoll","","24","p.giss","p.giss","","79"
"19428","19428","p.giss.apoll;;25","p.giss.apoll","","25","p.giss","p.giss","","26"
"19427","19427","p.giss.apoll;;26","p.giss.apoll","","26","p.giss","p.giss","","25"
"19461","19461","p.giss.apoll;;27","p.giss.apoll","","27","p.giss","p.giss","","72"
"19465","19465","p.giss.apoll;;28","p.giss.apoll","","28","p.giss","p.giss","","76"
"27579","27579","p.giss.apoll;;3","p.giss.apoll","","3","p.alex.giss","p.alex.giss","","57"
"27565","27565","p.giss.apoll;;30","p.giss.apoll","","30","p.alex.giss","p.alex.giss","","43"
"19413","19413","p.giss.apoll;;31","p.giss.apoll","","31","p.giss","p.giss","","11"
"19417","19417","p.giss.apoll;;32","p.giss.apoll","","32","p.giss","p.giss","","15"
"19418","19418","p.giss.apoll;;33","p.giss.apoll","","33","p.giss","p.giss","","16"
"19420","19420","p.giss.apoll;;34","p.giss.apoll","","34","p.giss","p.giss","","18"
"19455","19455","p.giss.apoll;;35","p.giss.apoll","","35","p.giss","p.giss","","66"
"19459","19459","p.giss.apoll;;36","p.giss.apoll","","36","p.giss","p.giss","","70"
"19460","19460","p.giss.apoll;;37","p.giss.apoll","","37","p.giss","p.giss","","71"
"19462","19462","p.giss.apoll;;38","p.giss.apoll","","38","p.giss","p.giss","","73"
"19463","19463","p.giss.apoll;;39","p.giss.apoll","","39","p.giss","p.giss","","74"
"27581","27581","p.giss.apoll;;4","p.giss.apoll","","4","p.alex.giss","p.alex.giss","","59"
"19464","19464","p.giss.apoll;;40","p.giss.apoll","","40","p.giss","p.giss","","75"
"19475","19475","p.giss.apoll;;41","p.giss.apoll","","41","p.giss","p.giss","","88"
"19476","19476","p.giss.apoll;;42","p.giss.apoll","","42","p.giss","p.giss","","89"
"19477","19477","p.giss.apoll;;43","p.giss.apoll","","43","p.giss","p.giss","","91"
"19425","19425","p.giss.apoll;;5","p.giss.apoll","","5","p.giss","p.giss","","23"
"19441","19441","p.giss.apoll;;6","p.giss.apoll","","6","p.giss","p.giss","","47"
"19426","19426","p.giss.apoll;;7","p.giss.apoll","","7","p.giss","p.giss","","24"
"19421","19421","p.giss.apoll;;8","p.giss.apoll","","8","p.giss","p.giss","","19"
"19429","19429","p.giss.apoll;;9","p.giss.apoll","","9","p.giss","p.giss","","27"
"36146","36146","p.got;;23dgtl","p.got","","23dgtl","ddbdp","ddbdp","2015","3"
"7212","7212","p.grad;;4dupl","p.grad","","4dupl","p.fuad.i.univ","p.fuad.i.univ","","AppI,3"
"248","248","p.grenf;1;12","p.grenf","1","12","p.dryton","p.dryton","1","2"
"11382","11382","p.hamb;1;34","p.hamb","1","34","sb","sb","24","16313"
"58204","58204","p.harrauer;;32","p.harrauer","","32","p.dime","","3","2"
"78302","78302","p.harrauer;;46","p.harrauer","","46","sb","","28","17038"
"15556","15556","p.haun;2;43","p.haun","2","43","short.texts","","2","787"
"17074","17074","p.heid;3;236","p.heid","3","236","p.sarap","p.sarap","","57"
"78318","78318","p.heid;3;249","p.heid","3","249","o.heid","o.heid","","19"
"78319","78319","p.heid;3;250","p.heid","3","250","o.heid","o.heid","","20"
"78320","78320","p.heid;3;251","p.heid","3","251","o.heid","o.heid","","14"
"78321","78321","p.heid;3;252","p.heid","3","252","o.heid","o.heid","","4"
"78322","78322","p.heid;3;253","p.heid","3","253","o.heid","o.heid","","13"
"78323","78323","p.heid;3;254","p.heid","3","254","o.heid","o.heid","","3"
"78324","78324","p.heid;3;255","p.heid","3","255","o.heid","o.heid","","5"
"78325","78325","p.heid;3;256","p.heid","3","256","o.heid","o.heid","","24"
"78327","78327","p.heid;3;260","p.heid","3","260","o.heid","o.heid","","140"
"78329","78329","p.heid;3;262","p.heid","3","262","o.heid","o.heid","","143"
"78330","78330","p.heid;3;263","p.heid","3","263","o.heid","o.heid","","71"
"78331","78331","p.heid;3;264","p.heid","3","264","o.heid","o.heid","","73"
"78332","78332","p.heid;3;265","p.heid","3","265","o.heid","o.heid","","69"
"78334","78334","p.heid;3;267","p.heid","3","267","o.heid","o.heid","","78"
"78336","78336","p.heid;3;269","p.heid","3","269","o.heid","o.heid","","80"
"78337","78337","p.heid;3;270","p.heid","3","270","o.heid","o.heid","","88"
"78338","78338","p.heid;3;271","p.heid","3","271","o.heid","o.heid","","95"
"78339","78339","p.heid;3;272","p.heid","3","272","o.heid","o.heid","","87"
"78340","78340","p.heid;3;273","p.heid","3","273","o.heid","o.heid","","85"
"78341","78341","p.heid;3;274","p.heid","3","274","o.heid","o.heid","","94"
"78342","78342","p.heid;3;275","p.heid","3","275","o.heid","o.heid","","91"
"78343","78343","p.heid;3;276","p.heid","3","276","o.heid","o.heid","","96"
"78344","78344","p.heid;3;277","p.heid","3","277","o.heid","o.heid","","93"
"78345","78345","p.heid;3;278","p.heid","3","278","o.heid","o.heid","","100"
"78346","78346","p.heid;3;279","p.heid","3","279","o.heid","o.heid","","104"
"78347","78347","p.heid;3;280","p.heid","3","280","o.heid","o.heid","","81"
"78349","78349","p.heid;3;282","p.heid","3","282","o.heid","o.heid","","105"
"78350","78350","p.heid;3;283","p.heid","3","283","o.heid","o.heid","","116"
"78351","78351","p.heid;3;284","p.heid","3","284","o.heid","o.heid","","115"
"78352","78352","p.heid;3;285","p.heid","3","285","o.heid","o.heid","","109"
"22276","22276","p.heid;5;343","p.heid","5","343","p.col","p.col","10","284"
"32838","32838","p.iand;2;13","p.iand","2","13","p.ross.georg","p.ross.georg","5","6"
"15179","15179","p.iand.inv.653;;1","p.iand.inv.653","","1","p.iand.inv.653","p.iand.inv..653","","1"
"15179","15179","p.iand.inv.653;;2","p.iand.inv.653","","2","p.iand.inv.653","p.iand.inv..653","","1"
"4205","4205","p.iand.zen;;1","p.iand.zen","","1","sb","sb","14","11659"
"819","819","p.iand.zen;;2","p.iand.zen","","2","p.cair.zen","p.cair.zen","2","59173"
"975","975","p.iand.zen;;24","p.iand.zen","","24","p.cair.zen","p.cair.zen","3","59332"
"1994","1994","p.iand.zen;;29","p.iand.zen","","29","p.mich","p.mich","1","95"
"2477","2477","p.iand.zen;;3","p.iand.zen","","3","sb","sb","14","11660"
"1840","1840","p.iand.zen;;4","p.iand.zen","","4","p.zen.pestm","p.zen.pestm","","9"
"2479","2479","p.iand.zen;;5","p.iand.zen","","5","sb","sb","14","11662"
"1890","1890b","p.iand.zen;;52","p.iand.zen","","52","p.zen.pestm","p.zen.pestm","","59"
"1344","1344","p.iand.zen;;57","p.iand.zen","","57","p.cair.zen","p.cair.zen","4","59717"
"2480","2480","p.iand.zen;;6","p.iand.zen","","6","sb","sb","14","11663"
"2481","2481","p.iand.zen;;7","p.iand.zen","","7","sb","sb","14","11664"
"69998","69998","p.ital;2;59","p.ital","2","59","chla","chla","12","547"
"97081","97081","p.jud.des.misc;;A4","p.jud.des.misc","","A4","sb","sb","26","16690"
"50304","50304","p.koeln;9;374","p.koeln","9","374","short.texts","","2","453"
"23180","23180","p.kru;;11","p.kru","","11","sb","sb","1","5560"
"37303","37303","p.laur;3;88","p.laur","3","88","sb","sb","28","17162"
"22344","22344","p.lips;1;33","p.lips","1","33","chr.mitt","chr.mitt","","55"
"38540","38540","p.lond;3;1147","p.lond","3","1147","sb","sb","20","15131"
"11156","11156","p.lond;3;1210","p.lond","3","1210","p.flor","p.flor","3","1210"
"38434","38434","p.lond;3;1312","p.lond","3","1312","sb","sb","20","14171"
"11046","11046","p.lond;3;948v","p.lond","3","948v","p.flor","p.flor","2","185"
"11046","11046","p.lond;3;962","p.lond","3","962","p.flor","p.flor","2","185"
"33778","33778","p.lond;3;982","p.lond","3","982","sb","sb","24","16282"
"19676","19676","p.lond;5;1655","p.lond","5","1655","sb","sb","24","16281"
"26266","26266","p.louvre;1;8","p.louvre","1","8","p.dime","","3","38"
"45754","45754","p.louvre;1;9","p.louvre","1","9","p.dime","","3","25"
"36006","36006","p.mich;13;660","p.mich","13","660","chla","chla","47","1437"
"36006","36006","p.mich;13;661","p.mich","13","661","chla","chla","47","1437"
"11569","11569","p.mich;5;260/261trpl","p.mich","5","260/261trpl","p.kron","p.kron","","48dupl"
"37347","37347","p.michael;;52","p.michael","","52","p.koeln","","14","592"
"5968","5968","p.mil;2;24","p.mil","2","24","sb","sb","8","9927"
"21285","21285","p.mil;2;52","p.mil","2","52","pap.choix","pap.choix","","26"
"43832","43832","p.muench;3.1;52","p.muench","3.1","52","p.diosk","p.diosk","","8"
"128758","128758","p.narm.2006;;11","p.narm.2006","","11","p.narm","p.narm","","11"
"128761","128761","p.narm.2006;;14","p.narm.2006","","14","p.narm","","","14"
"128752","128752","p.narm.2006;;5","p.narm.2006","","5","p.narm","p.narm","","5"
"28929","28929","p.oslo;3;198","p.oslo","3","198","short.texts","","2","784"
"35591","35591","p.oxy;10;1323","p.oxy","10","1323","sb","sb","24","16278"
"31351","31351","p.oxy.descr;;1","p.oxy.descr","","1","sb","sb","22","15349"
"31356","31356","p.oxy.descr;;10","p.oxy.descr","","10","sb","sb","22","15358"
"33346","33346","p.oxy.descr;;11","p.oxy.descr","","11","sb","sb","22","15359"
"28411","28411","p.oxy.descr;;12","p.oxy.descr","","12","sb","sb","22","15360"
"31357","31357","p.oxy.descr;;13","p.oxy.descr","","13","sb","sb","22","15361"
"20800","20800","p.oxy.descr;;14","p.oxy.descr","","14","sb","sb","22","15362"
"20802","20802","p.oxy.descr;;15","p.oxy.descr","","15","sb","sb","22","15363"
"20803","20803","p.oxy.descr;;16","p.oxy.descr","","16","sb","sb","22","15364"
"20804","20804","p.oxy.descr;;17","p.oxy.descr","","17","sb","sb","22","15365"
"22686","22686","p.oxy.descr;;18","p.oxy.descr","","18","sb","sb","22","15366"
"20806","20806","p.oxy.descr;;19","p.oxy.descr","","19","sb","sb","22","15367"
"31352","31352","p.oxy.descr;;2","p.oxy.descr","","2","sb","sb","22","15350"
"20807","20807","p.oxy.descr;;20","p.oxy.descr","","20","sb","sb","22","15368"
"20797","20797","p.oxy.descr;;3","p.oxy.descr","","3","sb","sb","22","15351"
"31353","31353","p.oxy.descr;;4","p.oxy.descr","","4","sb","sb","22","15352"
"20504","20504","p.oxy.descr;;5","p.oxy.descr","","5","sb","sb","22","15353"
"20798","20798","p.oxy.descr;;6","p.oxy.descr","","6","sb","sb","22","15354"
"20799","20799","p.oxy.descr;;7","p.oxy.descr","","7","sb","sb","22","15355"
"37148","37148","p.oxy.descr;;8","p.oxy.descr","","8","sb","sb","22","15356"
"31355","31355","p.oxy.descr;;9","p.oxy.descr","","9","sb","sb","22","15357"
"32208","32208","p.palaurib;;38","p.palaurib","","38","sb","sb","20","15114"
"47310","47310","p.petr;1;11","p.petr","1","11","p.petr.2","p.petr.2","","18"
"47301","47301","p.petr;1;13","p.petr","1","13","p.petr.2","p.petr.2","","6"
"47309","47309","p.petr;1;17","p.petr","1","17","p.petr.2","p.petr.2","","16"
"47312","47312","p.petr;1;18","p.petr","1","18","p.petr.2","p.petr.2","","22"
"47314","47314","p.petr;1;20","p.petr","1","20","p.petr.2","p.petr.2","","27"
"47329","47329","p.petr;1;21","p.petr","1","21","p.petr.2","p.petr.2","","1"
"7674","7674","p.petr.kleon;;1","p.petr.kleon","","1","p.petr","p.petr","3","42"
"170046","170046","p.pintaudi;;57","p.pintaudi","","57","p.genova","","4","173"
"128347","128347","p.poethke;;39","p.poethke","","39","p.monts.roca","","4","75"
"14167","14167","p.prag.varcl;NS;1a","p.prag.varcl","NS","1a","","","NS","1a"
"14167","14167","p.prag.varcl;NS;1b","p.prag.varcl","NS","1b","","","NS","1a"
"14167","14167","p.prag.varcl;NS;1c","p.prag.varcl","NS","1c","","","NS","1a"
"17274","17274","p.princ;3;178","p.princ","3","178","p.nyu","p.nyu","2","9"
"11104","11104","p.rein;1;54","p.rein","1","54","p.horak","p.horak","","24"
"32905","32905","p.ross.georg;3;6","p.ross.georg","3","6","p.hamb","p.hamb","4","267"
"45636","45636","p.ryl;2;160","p.ryl","2","160","p.dime","","3","12"
"12944","12944","p.ryl;2;160B","p.ryl","2","160B","p.dime","","3","18"
"25160","25160","p.ryl;4;608","p.ryl","4","608","c.ep.lat","c.ep.lat","","81"
"10034","10034","p.sakaon;;47","p.sakaon","","47","p.abinn","p.abinn","","44"
"28960","28960","p.sel.warga;;10","p.sel.warga","","10","sb","sb","22","15615"
"20658","20658","p.sel.warga;;11","p.sel.warga","","11","sb","sb","22","15616"
"27683","27683","p.sel.warga;;12","p.sel.warga","","12","sb","sb","18","13973"
"13117","13117","p.sel.warga;;13","p.sel.warga","","13","sb","sb","22","15617"
"14733","14733","p.sel.warga;;2","p.sel.warga","","2","sb","sb","18","13291"
"14732","14732","p.sel.warga;;3","p.sel.warga","","3","sb","sb","18","13290"
"14734","14734","p.sel.warga;;4","p.sel.warga","","4","sb","sb","18","13292"
"43208","43208","p.sel.warga;;5","p.sel.warga","","5","sb","sb","22","15611"
"21653","21653","p.sel.warga;;8","p.sel.warga","","8","sb","sb","22","15614"
"70039","70039","p.sijp;;23","p.sijp","","23","chla","chla","43","1249"
"39682","39682","p.sijp;;24c","p.sijp","","24c","sb","sb","20","14446"
"16995","16995","p.stras;4;280","p.stras","4","280","chr.mitt","chr.mitt","","94"
"13418","13418","p.stras;7;646","p.stras","7","646","c.pap.gr","c.pap.gr","1","29"
"13438","13438","p.stras;8;764","p.stras","8","764","c.pap.gr","c.pap.gr","1","25"
"3843","3843","p.tebt;1;210","p.tebt","1","210","chr.wilck","chr.wilck","","327"
"41557","41557","p.tebt;2;465","p.tebt","2","465","p.hamb","p.hamb","4","278"
"13012","13012","p.tebt;2;478","p.tebt","2","478","p.ryl","p.ryl","2","pg253"
"26742","26742","p.tebt;2;560","p.tebt","2","560","sb","sb","16","12707"
"14814","14814","p.tebt;2;619","p.tebt","2","619","sb","sb","20","14135"
"13648","13648","p.tebt.wall;;3","p.tebt.wall","","3","sb","sb","22","15384"
"22120","22120","p.vat.aphrod;;10","p.vat.aphrod","","10","p.mich.aphrod","p.mich.aphrod","","1"
"18176","18176","p.vind.bosw;;9","p.vind.bosw","","9","sb","sb","14","11711"
"29449","29449","p.vind.pher;;Anhang","p.vind.pher","","Anhang","sb","sb","22","15539"
"13686","13686","p.vind.tand;;25","p.vind.tand","","25","p.dime","","3","26"
"63716","63716a","p.wash.univ;2;71","p.wash.univ","2","71","p.wisc","p.wisc","2","71"
"63716","63716b","p.wash.univ;2;72","p.wash.univ","2","72","p.wisc","p.wisc","2","72"
"18767","18767","p.worp;;35","p.worp","","35","p.stras","p.stras","5","318"
"27543","27543","p.worp;;56","p.worp","","56","p.david","p.david","","6,1"
"17122","17122","p.wuerzb;;22","p.wuerzb","","22","p.sarap","p.sarap","","97"
"23473","23473","pap.biling;;15","pap.biling","","15","short.texts","","2","812"
"23474","23474","pap.biling;;16","pap.biling","","16","short.texts","","2","807"
"29440","29440","pap.biling;;17","pap.biling","","17","short.texts","","2","655"
"32131","32131","pap.biling;;18","pap.biling","","18","short.texts","","2","802"
"29441","29441","pap.biling;;19","pap.biling","","19","short.texts","","2","765"
"29442","29442","pap.biling;;20","pap.biling","","20","short.texts","","2","434"
"29443","29443","pap.biling;;22","pap.biling","","22","short.texts","","2","793"
"29444","29444","pap.biling;;23","pap.biling","","23","short.texts","","2","643"
"3526","3526","pap.biling;;4","pap.biling","","4","p.brook","p.brook","","89"
"3524","3524","pap.biling;;5","pap.biling","","5","p.brook","p.brook","","88"
"33778","33778","pap.choix;;28","pap.choix","","28","sb","sb","24","16282"
"36565","36565","pap.congr.xxv;;244","pap.congr.xxv","","244","p.cair.masp","p.cair.masp","3","67352"
"12267","12267","pap.congr.xxv;;308","pap.congr.xxv","","308","p.mich","p.mich","10","578"
"14659","14659","pap.congr.xxv;;353","pap.congr.xxv","","353","p.daris","","","3"
"36736","36736","pap.congr.xxv;;399","pap.congr.xxv","","399","p.cair.masp","p.cair.masp","2","67236"
"70004","70004","psi;1;112","psi","1","112","chla","chla","25","781"
"97892","97892","psi;10;1170,r","psi","10","1170,r","sb","sb","28","16839"
"44214","44214","psi;15;1512","psi","15","1512","psi.congr.xi","psi.congr.xi","","4"
"2543","2543","psi;15;1515","psi","15","1515","sb","sb","18","13275"
"41518","41518","psi;15;1516","psi","15","1516","psi.congr.xi","psi.congr.xi","","5"
"13777","13777","psi;15;1519","psi","15","1519","psi.congr.xi","psi.congr.xi","","6"
"13778","13778","psi;15;1520","psi","15","1520","psi.congr.xi","psi.congr.xi","","7"
"24189","24189","psi;15;1522","psi","15","1522","c.pap.gr","c.pap.gr","2.1","18"
"44100","44100","psi;15;1525","psi","15","1525","psi.congr.xi","psi.congr.xi","","8"
"16864","16864","psi;15;1527","psi","15","1527","psi.congr.xi","psi.congr.xi","","9"
"14402","14402","psi;15;1528","psi","15","1528","sb","sb","12","11046"
"13776","13776","psi;15;1529","psi","15","1529","psi.congr.xi","psi.congr.xi","","10"
"41814","41814","psi;15;1531","psi","15","1531","sb","sb","12","11047"
"27819","27819","psi;15;1541","psi","15","1541","sb","sb","6","9523"
"26774","26774","psi;15;1543","psi","15","1543","sb","sb","12","11049"
"26773","26773","psi;15;1544","psi","15","1544","sb","sb","12","11048"
"30425","30425","psi;15;1554","psi","15","1554","psi.congr.xi","psi.congr.xi","","11"
"31106","31106","psi;15;1555","psi","15","1555","sb","sb","6","9524"
"30315","30315","psi;15;1556","psi","15","1556","sb","sb","12","11050"
"30426","30426","psi;15;1558","psi","15","1558","psi.congr.xi","psi.congr.xi","","12"
"30427","30427","psi;15;1559","psi","15","1559","psi.congr.xi","psi.congr.xi","","13"
"30409","30409","psi;15;1560","psi","15","1560","sb","sb","10","10255"
"30316","30316","psi;15;1561","psi","15","1561","sb","sb","12","11052"
"32617","32617","psi;15;1563","psi","15","1563","sb","sb","12","11051"
"16865","16865","psi;15;1570","psi","15","1570","psi.congr.xi","psi.congr.xi","","14"
"14534","14534","psi;9;1064,v","psi","9","1064,v","psi.corr","psi.corr","","1148"
"5584","5584","psi.com;11;5","psi.com","11","5","psi","psi","13","1355"
"2290","2290","psi.com;12;1","psi.com","12","1","psi","psi","7","865"
"35054","35054","psi.com;12;13a","psi.com","12","13a","psi","psi","14","1425"
"2291","2291","psi.com;12;2","psi.com","12","2","psi","psi","7","866"
"13792","13792","psi.com;12;7","psi.com","12","7","psi","psi","7","778"
"12450","12450","psi.com;9;2","psi.com","9","2","p.mil.vogl","p.mil.vogl","6","299"
"44832","44832","rom.mil.rec;1;1","rom.mil.rec","1","1","p.dura","p.dura","","100"
"69867","69867","rom.mil.rec;1;10","rom.mil.rec","1","10","chla","chla","1","7"
"44772","44772","rom.mil.rec;1;117","rom.mil.rec","1","117","p.dura","p.dura","","54"
"78177","78177","rom.mil.rec;1;122","rom.mil.rec","1","122","p.dura","p.dura","","136"
"78182","78182","rom.mil.rec;1;124","rom.mil.rec","1","124","p.dura","p.dura","","145"
"30504","30504","rom.mil.rec;1;125","rom.mil.rec","1","125","p.dura","p.dura","","137"
"30506","30506","rom.mil.rec;1;128","rom.mil.rec","1","128","p.dura","p.dura","","146"
"69884","69884","rom.mil.rec;1;129","rom.mil.rec","1","129","chla","chla","4","272"
"69885","69885","rom.mil.rec;1;130","rom.mil.rec","1","130","chla","chla","4","273"
"63268","63268","rom.mil.rec;1;131","rom.mil.rec","1","131","chla","chla","4","239"
"69876","69876","rom.mil.rec;1;132","rom.mil.rec","1","132","chla","chla","4","230"
"44843","44843","rom.mil.rec;1;18","rom.mil.rec","1","18","p.dura","p.dura","","111"
"44833","44833","rom.mil.rec;1;2","rom.mil.rec","1","2","p.dura","p.dura","","101"
"69910","69910","rom.mil.rec;1;21","rom.mil.rec","1","21","chla","chla","9","403"
"44848","44848","rom.mil.rec;1;23","rom.mil.rec","1","23","p.dura","p.dura","","116"
"21553","21553","rom.mil.rec;1;24","rom.mil.rec","1","24","p.oslo","p.oslo","3","122"
"44835","44835","rom.mil.rec;1;26","rom.mil.rec","1","26","p.dura","p.dura","","103"
"44847","44847","rom.mil.rec;1;27","rom.mil.rec","1","27","p.dura","p.dura","","115"
"19488","19488","rom.mil.rec;1;28","rom.mil.rec","1","28","p.ryl","p.ryl","2","79"
"44853","44853","rom.mil.rec;1;29","rom.mil.rec","1","29","p.dura","p.dura","","121"
"44852","44852","rom.mil.rec;1;31","rom.mil.rec","1","31","p.dura","p.dura","","120"
"44849","44849","rom.mil.rec;1;33","rom.mil.rec","1","33","p.dura","p.dura","","117"
"44855","44855","rom.mil.rec;1;35","rom.mil.rec","1","35","p.dura","p.dura","","123"
"69867","69867","rom.mil.rec;1;37","rom.mil.rec","1","37","chla","chla","1","7"
"70102","70102","rom.mil.rec;1;38","rom.mil.rec","1","38","chla","chla","44","1315"
"21330","21330","rom.mil.rec;1;39","rom.mil.rec","1","39","p.mich","p.mich","3","162"
"78514","78514","rom.mil.rec;1;40","rom.mil.rec","1","40","p.mich","p.mich","3","163"
"44851","44851","rom.mil.rec;1;42","rom.mil.rec","1","42","p.dura","p.dura","","119"
"44856","44856","rom.mil.rec;1;43","rom.mil.rec","1","43","p.dura","p.dura","","124"
"44850","44850","rom.mil.rec;1;44","rom.mil.rec","1","44","p.dura","p.dura","","118"
"44813","44813","rom.mil.rec;1;47","rom.mil.rec","1","47","p.dura","p.dura","","82"
"44814","44814","rom.mil.rec;1;48","rom.mil.rec","1","48","p.dura","p.dura","","83"
"44820","44820","rom.mil.rec;1;50","rom.mil.rec","1","50","p.dura","p.dura","","89"
"44816","44816","rom.mil.rec;1;54","rom.mil.rec","1","54","p.dura","p.dura","","85"
"44818","44818","rom.mil.rec;1;55","rom.mil.rec","1","55","p.dura","p.dura","","87"
"44815","44815","rom.mil.rec;1;56","rom.mil.rec","1","56","p.dura","p.dura","","84"
"69867","69867","rom.mil.rec;1;58","rom.mil.rec","1","58","chla","chla","1","7"
"44830","44830","rom.mil.rec;1;6","rom.mil.rec","1","6","p.dura","p.dura","","98"
"69875","69875","rom.mil.rec;1;63","rom.mil.rec","1","63","chla","chla","4","219"
"69882","69882","rom.mil.rec;1;67","rom.mil.rec","1","67","chla","chla","4","270"
"69867","69867","rom.mil.rec;1;68","rom.mil.rec","1","68","chla","chla","1","7"
"69868","69868","rom.mil.rec;1;69","rom.mil.rec","1","69","chla","chla","1","9"
"44831","44831","rom.mil.rec;1;7","rom.mil.rec","1","7","p.dura","p.dura","","99"
"17472","17472","rom.mil.rec;1;74","rom.mil.rec","1","74","psi","psi","9","1063"
"20435","20435","rom.mil.rec;1;81","rom.mil.rec","1","81","p.oxy","p.oxy","4","735"
"27901","27901","rom.mil.rec;1;82","rom.mil.rec","1","82","p.coles","","","19"
"30756","30756","rom.mil.rec;1;85","rom.mil.rec","1","85","sb","sb","6","9202"
"69867","69867","rom.mil.rec;1;9","rom.mil.rec","1","9","chla","chla","1","7"
"50866","50866","sb;1;1172","sb","1","1172","short.texts","","2","760"
"50887","50887","sb;1;1173","sb","1","1173","short.texts","","2","514"
"50901","50901","sb;1;1175","sb","1","1175","short.texts","","2","813"
"50907","50907","sb;1;1177","sb","1","1177","short.texts","","2","800"
"50904","50904","sb;1;1184","sb","1","1184","short.texts","","2","820"
"50882","50882","sb;1;1187","sb","1","1187","short.texts","","2","727"
"50867","50867","sb;1;1196","sb","1","1196","short.texts","","2","675"
"50880","50880","sb;1;1199","sb","1","1199","short.texts","","2","562"
"23058","23058","sb;1;1200","sb","1","1200","short.texts","","2","707"
"40167","40167","sb;1;1202","sb","1","1202","short.texts","","2","645"
"50891","50891","sb;1;1203","sb","1","1203","short.texts","","2","847"
"50883","50883","sb;1;1216","sb","1","1216","short.texts","","2","792"
"50871","50871","sb;1;1218","sb","1","1218","short.texts","","2","519"
"50869","50869","sb;1;1220","sb","1","1220","short.texts","","2","815"
"50896","50896","sb;1;1222","sb","1","1222","short.texts","","2","662"
"50881","50881","sb;1;1223","sb","1","1223","short.texts","","2","546"
"50870","50870","sb;1;1224","sb","1","1224","short.texts","","2","777"
"40194","40194","sb;1;1230","sb","1","1230","short.texts","","2","886"
"50885","50885","sb;1;1235","sb","1","1235","short.texts","","2","781"
"50899","50899","sb;1;1237","sb","1","1237","short.texts","","2","701"
"50890","50890","sb;1;1239","sb","1","1239","short.texts","","2","783"
"50893","50893","sb;1;1240","sb","1","1240","short.texts","","2","677"
"50876","50876","sb;1;1241","sb","1","1241","short.texts","","2","604"
"50878","50878","sb;1;1242","sb","1","1242","short.texts","","2","528"
"50873","50873","sb;1;1244","sb","1","1244","short.texts","","2","710"
"50879","50879","sb;1;1245","sb","1","1245","short.texts","","2","770"
"50900","50900","sb;1;1246","sb","1","1246","short.texts","","2","617"
"50894","50894","sb;1;1247","sb","1","1247","short.texts","","2","719"
"50903","50903","sb;1;1248","sb","1","1248","short.texts","","2","620"
"50868","50868","sb;1;1249","sb","1","1249","short.texts","","2","694"
"40213","40213","sb;1;1250","sb","1","1250","short.texts","","2","885"
"50877","50877","sb;1;1255","sb","1","1255","short.texts","","2","598"
"50875","50875","sb;1;1256","sb","1","1256","short.texts","","2","630"
